name,time,hex,type,ZTMK201-星敏A测量系原始数据q0,ZTMK202-星敏A测量系原始数据q1,ZTMK203-星敏A测量系原始数据q2,ZTMK204-星敏A测量系原始数据q3,ZTMK205-星敏B测量系原始数据q0,ZTMK206-星敏B测量系原始数据q1,ZTMK207-星敏B测量系原始数据q2,ZTMK208-星敏B测量系原始数据q3,ZTMK209-太敏测量系tanalfa,ZTMK210-太敏测量系tanbeta,ZTMK211-IMU卫星本体系角速度X,ZTMK212-IMU卫星本体系角速度Y,ZTMK213-IMU卫星本体系角速度Z,ZTMK214-X轮驱动指令转速,ZTMK215-Y轮驱动指令转速,ZTMK216-Z轮驱动指令转速,ZTMK217-S轮驱动指令转速,ZTMK218-太阳矢量与帆板中间的夹角,ZTMK219-磁强计陀螺EKF定角速度的误差,ZTMK220-星敏A与地球夹角,ZTMK221-星敏A与太阳夹角,ZTMK222-星敏B与地球夹角,ZTMK223-星敏B与太阳夹角,ZTMK224-星敏AB之间定姿误差,ZTMK225-双矢量定姿和星敏间误差,ZTMK226-磁强计陀螺EKF定姿的误差,ZTMK227-太敏测量与计算矢量夹角,ZTMK228-磁强计测量和计算矢量夹角,ZTMK229-HMR2300卫星本体系磁场强度X,ZTMK230-HMR2300卫星本体系磁场强度Y,ZTMK231-HMR2300卫星本体系磁场强度Z,ZTMK232-IMU卫星本体系磁场强度X,ZTMK233-IMU卫星本体系磁场强度Y,ZTMK234-IMU卫星本体系磁场强度Z,ZTMK235-推力器上注轨控时间长度,ZTMK236-星敏A识别星个数,ZTMK237-星敏A观测星个数,ZTMK238-星敏A图像灰度均值,ZTMK239-星敏A温度,ZTMK240-星敏B识别星个数,ZTMK241-星敏B观测星个数,ZTMK242-星敏B图像灰度均值,ZTMK243-星敏B温度,ZTMK244-系统初始化原因,ZTMK245-日历秒
0x090F,1730767341340000000,03ff3f4f9c37be8ef4083e24a5e23efa0bd7000000000000000000000000000000003baadc393f9d925c3d01fd8d3a877e4f3c15addfc5791879441f9f7800000000c4955109424ba6353ca9be4a34623159169c31773eaf01801ca10044024542f10682cf51398811cce35000000f3f04ff000000090014,0,0.8109773993492126,-0.2792055606842041,0.1607890427112579,0.4883715808391571,0.0,0.0,0.0,0.0,0.0052142408676445,1.231029033660889,0.0317359454929828,0.00103373255115,0.0091356923803687,-3985.529541015625,638.49169921875,0.0,-1194.5323486328125,50.91231155395508,0.0207206197082996,134.1,126.33,57.88,126.63,160.47,3.84,73.29,0.68,5.8100000000000005,34274.0,3332.0,-24926.0,29456.0,9112.0,-14688.0,0,15,63,4,255,0,0,0,9,0,20
0x090F,1730767342340000000,03ff3f4ffd0ebe8e6fc03e2288113ef96dd8000000000000000000000000000000003ba1d45c3f9b9b873d03a06f3a492c6f3c17dc61c573f3e544314a2400000000c49176c0424a3d913ca9e31b346c314416a731613eb301791ca50044023f4326060dcf6f39a91164e35d00000f3f04ff000000090015,0,0.8124550580978394,-0.2781963348388672,0.1587221771478653,0.487166166305542,0.0,0.0,0.0,0.0,0.0049386452883481,1.2156838178634644,0.0321354232728481,0.0007674162625335,0.009268851019442,-3903.243408203125,709.158447265625,0.0,-1163.7109375,50.56012344360352,0.0207381751388311,134.2,126.12,57.99,126.41,160.51,3.77,73.33,0.68,5.75,34380.0,3098.0,-24866.0,29522.0,8904.0,-14662.0,0,15,63,4,255,0,0,0,9,0,21
0x090F,1730767343340000000,03ff3f505dafbe8de22e3e20a6cb3ef8c9ac000000000000000000000000000000003b9b5f433f99a4843d02892e3acd4e7b3c1150ddc571abc5441beee800000000c491e92e4248cf543caa087b3474312f16b0314b3eb5017d1caa00440242433e05bdcf6539c31116e3700000103f04ff000000090016,0,0.8139294981956482,-0.2771162390708923,0.1568862646818161,0.4859136343002319,0.0,0.0,0.0,0.0,0.0047415806911885,1.2003331184387207,0.0318691059947013,0.001566364779137,0.0088693769648671,-3866.735595703125,623.73291015625,0.0,-1167.286865234375,50.20246887207031,0.0207559969276189,134.28,125.91,58.08,126.19,160.53,3.81,73.38,0.68,5.78,34428.0,2938.0,-24886.0,29574.0,8748.0,-14624.0,0,16,63,4,255,0,0,0,9,0,22
0x090F,1730767344340000000,03ff3f50b939be8d5e6d3e1ecbbc3ef82dce000000000000000000000000000000003b8e9c143f97a2fa3d01fd8d3a492c6f3c17dc61c5732e72442d962200000000c474f78e424753aa3caa2e5d347c311a16ba31333eb8017a1caf0041024043550552cf8039f710bbe36a00000f3f04ff000000090017,0,0.8153262734413147,-0.2761110365390777,0.1550740599632263,0.4847244620323181,0.0,0.0,0.0,0.0,0.0043521020561456,1.1846611499786377,0.0317359454929828,0.0007674162625335,0.009268851019442,-3890.90283203125,694.3458251953125,0.0,-979.8680419921876,49.83170318603516,0.0207740608602762,134.36,125.7,58.18,125.95,160.56,3.78,73.43,0.65,5.76,34474.0,2724.0,-24832.0,29678.0,8566.0,-14636.0,0,15,63,4,255,0,0,0,9,0,23
0x090F,1730767345340000000,03ff3f5112eabe8cd25f3e1d0fe03ef795e2000000000000000000000000000000003b764a923f95c7b83d0314cf3abbda6f3c17dc61c56e863a440a3bec00000000c49a4ea44245ef043caa54e33483310616c2311c3eb901831cb20041024a437a0506cf513a04103fe37700000e3f04ff000000090018,0,0.8166948556900024,-0.2750425040721893,0.1533808708190918,0.4835653901100158,0.0,0.0,0.0,0.0,0.0037581068463623,1.1701574325561523,0.0320022664964199,0.0014332066057249,0.009268851019442,-3816.38916015625,552.936279296875,0.0,-1234.45751953125,49.48341369628906,0.0207924302667379,134.43,125.5,58.26,125.72,160.57,3.87,73.46000000000001,0.65,5.86,34548.0,2572.0,-24926.0,29704.0,8318.0,-14610.0,0,14,63,4,255,0,0,0,9,0,24
0x090F,1730767346340000000,03ff3f516fbfbe8c552a3e1b01673ef6f5e0000000000000000000000000000000003b5a82013f93f49f3d005aad38d5203f3c1a0ae2c56c20924416afe700000000c48000b442448b7f3caa7bf8348d30f216cd31063ebd017b1cb60042024143b60494cf793a240fcae38a00000e3f04ff000000090019,0,0.8181113600730896,-0.2740872502326965,0.1513725370168686,0.4823446273803711,0.0,0.0,0.0,0.0,0.0033341648522764,1.1559027433395386,0.0313364751636981,0.0001016263777273,0.0094020087271928,-3778.03564453125,602.7484741210938,0.0,-1024.02197265625,49.136226654052734,0.0208110660314559,134.53,125.3,58.370000000000005,125.5,160.61,3.79,73.5,0.66,5.7700000000000005,34668.0,2344.0,-24846.0,29768.0,8084.0,-14572.0,0,14,63,4,255,0,0,0,9,0,25
0x090F,1730767347340000000,03ff3f51c640be8bbf583e19667e3ef66522000000000000000000000000000000003b2f76013f9207fb3d00e64d3a877e4f3c17dc61c570da03442b3bc400000000c483f6e842430f0d3caaa395349330dd16d430ed3ebc017c1cbb0041024043d00444cf803a520f90e37d00000f3f04ff00000009001a,0,0.8194313049316406,-0.2729442119598388,0.1498050391674041,0.4812403321266174,0.0,0.0,0.0,0.0,0.0026773216668516,1.1408685445785522,0.0314696319401264,0.00103373255115,0.009268851019442,-3853.625732421875,684.933837890625,0.0,-1055.7158203125,48.76469802856445,0.0208299551159143,134.59,125.09,58.44,125.25,160.6,3.8,73.55,0.65,5.76,34720.0,2184.0,-24832.0,29860.0,7968.0,-14598.0,0,15,63,4,255,0,0,0,9,0,26
0x090F,1730767348340000000,03ff3f52200ebe8b37f73e17a5793ef5c4f8000000000000000000000000000000003b13bfb23f9060b43cff9e193acd4e7b3c17dc61c572a4f14413258200000000c475406b4241c3a03caacbbb349a30ca16dc30d83ebe017d1cbf0045023e43f20402cf8a3a790f4fe3a400000f3f04ff00000009001b,0,0.8208016157150269,-0.2719113528728485,0.1480921655893325,0.4800183773040771,0.0,0.0,0.0,0.0,0.0022544679231941,1.1279511451721191,0.0312033165246248,0.001566364779137,0.009268851019442,-3882.308837890625,588.5860595703125,0.0,-981.0065307617188,48.4410400390625,0.0208490993827581,134.66,124.9,58.52,125.04,160.62,3.81,73.59,0.6900000000000001,5.74,34788.0,2052.0,-24812.0,29938.0,7838.0,-14520.0,0,15,63,4,255,0,0,0,9,0,27
0x090F,1730767349340000000,03ff3f5279a7be8ab8ef3e15b62d3ef525d8000000000000000000000000000000003abbe9703f8eb9c83d03a06f3acd4e7b3c1150ddc5728f514411d44c00000000c46a877d424074333caaf45a34a330b816e730c13ec1017a1cc30047023c44020397cfb23a990ef4e3b10000103f03ff00000009001c,0,0.82216876745224,-0.2709421813488006,0.1462027579545974,0.478804349899292,0.0,0.0,0.0,0.0,0.0014336537569761,1.1150445938110352,0.0321354232728481,0.001566364779137,0.0088693769648671,-3880.957275390625,583.317138671875,0.0,-938.1170043945312,48.11347579956055,0.0208684690296649,134.75,124.72,58.63,124.81,160.65,3.78,73.63,0.71,5.72,34820.0,1838.0,-24732.0,30002.0,7656.0,-14494.0,0,16,63,3,255,0,0,0,9,0,28
0x090F,1730767350340000000,03ff3f52d484be8a2c913e13b3f93ef48a9700000000000000000000000000000000b909b2d83f8d0c973d03a06f3abbda6f3c17dc61c56ead0e4408531800000000c44c5460423f1b5f3cab1d9034ad30a816f030a73ec301821cc60046023f441d0358cfab3ab30e9fe3c500000e3f04ff00000009001d,0,0.8235552310943604,-0.2698712646961212,0.1442412286996841,0.477619856595993,0.0,0.0,0.0,0.0,-0.0001313196262344,1.1019467115402222,0.0321354232728481,0.0014332066057249,0.009268851019442,-3818.81591796875,545.29833984375,0.0,-817.318359375,47.77672958374024,0.0208881199359893,134.85,124.56,58.72,124.55,160.67000000000002,3.86,73.66,0.7000000000000001,5.75,34874.0,1712.0,-24746.0,30054.0,7486.0,-14454.0,0,14,63,4,255,0,0,0,9,0,29
0x090F,1730767351340000000,03ff3f532e5dbe899d093e11a45a3ef3f45a00000000000000000000000000000000baf81b903f8b8a8e3d042c0f3acd4e7b3c137f5ec56e029143e7f96600000000c44d6099423de16d3cab476334b6309a16fa308f3ec501821cc90046023e444502f4cfb93ac00e44e3e50000103f04ff00000009001e,0,0.8249261975288391,-0.2687762081623077,0.1422285139560699,0.4764736294746399,0.0,0.0,0.0,0.0,-0.0018929112702608,1.0901658535003662,0.0322685800492763,0.001566364779137,0.0090025346726179,-3808.160400390625,463.9484252929688,0.0,-821.5093383789062,47.47014236450195,0.0209080632776021,134.94,124.42,58.82,124.31,160.69,3.86,73.69,0.7000000000000001,5.74,34954.0,1512.0,-24718.0,30080.0,7304.0,-14390.0,0,16,63,4,255,0,0,0,9,0,30
0x090F,1730767352340000000,03ff3f538a67be89145c3e0f83853ef352db00000000000000000000000000000000bb4c77e63f89eae33d0314cf3a98f2573c15addfc563be2f43e42efe00000000c45512b9423c8b443cab71b734c13089170530763ec801851ccd0047023d446002a4cfd03af40de9e3c50000123f04ff00000009001f,0,0.8263306021690369,-0.2677334547042846,0.1401501446962356,0.4752415120601654,0.0,0.0,0.0,0.0,-0.0031199394725263,1.077480673789978,0.0320022664964199,0.0011668902589008,0.0091356923803687,-3643.886474609375,456.36712646484375,0.0,-852.2925415039062,47.13600158691406,0.0209282469004392,135.05,124.25,58.93,124.06,160.72,3.89,73.73,0.71,5.73,35008.0,1352.0,-24672.0,30184.0,7122.0,-14454.0,0,18,63,4,255,0,0,0,9,0,31
0x090F,1730767353340000000,03ff3f53e33bbe887ae53e0d781e3ef2c06b00000000000000000000000000000000bb9506fb3f884c133d005aad3acd4e7b3c17dc61c56459d343ce873200000000c44accab423b31893cab9c9a34ca3078170f305c3ec901821cd10046023944840243cfee3afb0d88e3df0000123f03ff000000090020,0,0.8276860117912292,-0.2665626108646393,0.1381535232067108,0.4741242825984955,0.0,0.0,0.0,0.0,-0.0045479512773454,1.0648216009140017,0.0313364751636981,0.001566364779137,0.009268851019442,-3653.614013671875,413.0562133789063,0.0,-811.1979370117188,46.79837417602539,0.0209486968815326,135.14,124.08,59.03,123.8,160.73,3.86,73.77,0.7000000000000001,5.69,35080.0,1158.0,-24612.0,30198.0,6928.0,-14402.0,0,18,63,3,255,0,0,0,9,0,32
0x090F,1730767354340000000,03ff3f5435fbbe87e7ce3e0baedc3ef233d800000000000000000000000000000000bbcc0da53f86b2ad3d0314cf3a877e4f3c17dc61c56746134406581c00000000c429df404239d81b3cabc81434d23068171630423ec801861cd50044023a449f01f0cff53b1b0d3ae3f90000123f04ff000000090021,0,0.8289486765861511,-0.2654404044151306,0.1364092230796814,0.4730517864227295,0.0,0.0,0.0,0.0,-0.0062272124923765,1.0523277521133425,0.0320022664964199,0.00103373255115,0.009268851019442,-3700.379638671875,537.376708984375,0.0,-679.48828125,46.46104049682617,0.0209694281220436,135.22,123.92,59.1,123.54,160.72,3.9,73.81,0.68,5.7,35134.0,992.0,-24598.0,30262.0,6772.0,-14350.0,0,18,63,4,255,0,0,0,9,0,33
0x090F,1730767355340000000,03ff3f548eefbe8754313e09d6ae3ef191e900000000000000000000000000000000bc018b8d3f853a9f3d065a913adec2833c15addfc562ce8b43e73f8f00000000c41b4e42423897183cabf41634da3059171f30293ec901831cda0045023644d10188d0093b490cd8e3f90000123f03ff000000090022,0,0.8303059935569763,-0.264314204454422,0.1346080005168914,0.4718163311481476,0.0,0.0,0.0,0.0,-0.0079068066552281,1.0408514738082886,0.0328012146055698,0.0016995224868878,0.0091356923803687,-3628.908935546875,462.4965515136719,0.0,-621.2227783203125,46.147552490234375,0.0209904126822948,135.3,123.77,59.19,123.29,160.73,3.87,73.86,0.6900000000000001,5.66,35234.0,784.0,-24558.0,30354.0,6576.0,-14350.0,0,18,63,3,255,0,0,0,9,0,34
0x090F,1730767356340000000,03ff3f54e203be86d0cf3e07b5be3ef103b600000000000000000000000000000000bc10a6653f83c3f43d0171ed3b00d54d3c15addfc5581b2f43b9ba6500000000c42f848f4237537c3cac209f34e53048172a30113ecb01861cdc0045023544ec0142d0233b5c0c91e4130000133f04ff000000090023,0,0.8315736651420593,-0.2633118331432342,0.1325292289257049,0.4707314372062683,0.0,0.0,0.0,0.0,-0.0088287340477108,1.0294175148010254,0.0316027887165546,0.0019658387172967,0.0091356923803687,-3457.698974609375,371.4562072753906,0.0,-702.0712280273438,45.83152770996094,0.0210116486996412,135.41,123.6,59.3,123.05,160.75,3.9,73.88,0.6900000000000001,5.65,35288.0,644.0,-24506.0,30392.0,6434.0,-14298.0,0,19,63,4,255,0,0,0,9,0,35
0x090F,1730767357340000000,03ff3f5536c4be864cb53e058f593ef06e7800000000000000000000000000000000bc26fdf33f8271043cff9e193abbda6f3c1c3963c5609c6843cb646100000000c408bb7e42362bb63cac4db134f1303917362ffb3ece018a1ce100460236450a0100d0343b760c43e42d0000133f03ff000000090024,0,0.832866907119751,-0.2623039782047272,0.1304296404123306,0.469592809677124,0.0,0.0,0.0,0.0,-0.0101923821493983,1.0190739631652832,0.0312033165246248,0.0014332066057249,0.0095351664349436,-3593.775390625,406.7842102050781,0.0,-546.9295654296875,45.54268646240234,0.021033139899373,135.53,123.45,59.42,122.83,160.78,3.94,73.93,0.7000000000000001,5.66,35348.0,512.0,-24472.0,30444.0,6278.0,-14246.0,0,19,63,3,255,0,0,0,9,0,36
0x090F,1730767358340000000,03ff3f5581e2be85c1103e03d1dd3eefef0400000000000000000000000000000000bc4221933f814d7f3d0314cf3abbda6f3c0cf3dac5568e6843a1aaaa00000000c4242f8342352b103cac7b5334f9302e173e2fe53ece018b1ce400460237453500a9d03b3b9d0beee4330000113f03ff000000090025,0,0.8340131044387817,-0.2612385749816894,0.1287302523851394,0.4686204195022583,0.0,0.0,0.0,0.0,-0.0118488250300288,1.010177493095398,0.0320022664964199,0.0014332066057249,0.0086030606180429,-3432.900390625,323.33331298828125,0.0,-656.7423706054688,45.29205322265625,0.0210548993200063,135.61,123.34,59.5,122.61,160.78,3.95,73.96000000000001,0.7000000000000001,5.67,35434.0,338.0,-24458.0,30522.0,6108.0,-14234.0,0,17,63,3,255,0,0,0,9,0,37
0x090F,1730767359340000000,03ff3f55d334be8536d93e01c4053eef61bb00000000000000000000000000000000bc5604b13f7fec573cfe86d93a492c6f3c1150ddc55a1e7c43d6734c00000000c4149f944233f9b33caca9833504301f17482fce3ecf018f1ce8004602384549005cd0523b9d0b9ae45a0000113f04ff000000090026,0,0.8352539539337158,-0.2601840794086456,0.1267243176698684,0.4675424993038177,0.0,0.0,0.0,0.0,-0.0130626419559121,0.9997000098228456,0.0310701597481966,0.0007674162625335,0.0088693769648671,-3489.9052734375,428.9007568359375,0.0,-594.493408203125,44.99384689331055,0.0210769232362508,135.72,123.19,59.6,122.38,160.79,3.99,74.0,0.7000000000000001,5.68,35474.0,184.0,-24412.0,30522.0,5940.0,-14156.0,0,17,63,4,255,0,0,0,9,0,38
0x090F,1730767360340000000,03ff3f562465be84a8ca3dfff7133eeecb9400000000000000000000000000000000bc7520983f7d71e83d00e64d3abbda6f3c137f5ec55a492343b0195f00000000c40ca9324232dd193cacd83b350c301317502fb63ecf01901ced00460237456e0009d0633bc40b4ce4670000133f03ff000000090027,0,0.8364928364753723,-0.2591002583503723,0.124982975423336,0.4663969278335571,0.0,0.0,0.0,0.0,-0.0149613842368125,0.9900193214416504,0.0314696319401264,0.0014332066057249,0.0090025346726179,-3492.571044921875,352.1982116699219,0.0,-562.6436767578125,44.71591567993164,0.0210992004722356,135.8,123.07,59.68,122.14,160.79,4.0,74.05,0.7000000000000001,5.67,35548.0,18.0,-24378.0,30600.0,5784.0,-14130.0,0,19,63,3,255,0,0,0,9,0,39
