name,time,hex,type,ZTMS001-太阳电池阵1电流,ZTMS002-太阳电池阵2电流,ZTMS003-太阳电池阵3电流,ZTMS004-太阳电池阵4电流,ZTMS005-太阳电池阵1电压,ZTMS006-太阳电池阵2电压,ZTMS007-太阳电池阵3电压,ZTMS008-太阳电池阵4电压,ZTMS009-帆板热刀1电压,ZTMS010-帆板热刀2电压,ZTMS011-帆板热刀3电压,ZTMS012-帆板热刀4电压,ZTMS013-帆板展开电压,ZTMS015-帆板1状态,ZTMS015-帆板2状态,ZTMS015-备用1,ZTMS015-电推期望加断电,ZTMS016-星箭分离信号1,ZTMS016-星箭分离信号2,ZTMS016-天线A展开状态（未用）,ZTMS016-天线B展开状态（未用）,ZTMS017-蓄电池放电开关,ZTMS018-单体采样开关,ZTMS019-硬件过放保护,ZTMS020-星箭分离开关使能继电器,ZTMS021-整星工作模式,ZTMS021-整星状态,ZTMS021-星务执行放电开关状态,ZTMS021-星务执行星箭分离禁能状态,ZTMS021-重要数据恢复状态,ZTMS021-扩展板加电状态,ZTMS022-测控主机上行工作模式,ZTMS022-测控备机上行工作模式,ZTMS022-测控下行工作模式,ZTMS022-DCS上行遥控,ZTMS022-DCS备用通道下行,ZTMS022-DCS应急功能,ZTMS023-热复位计数,ZTMS024-时间程控指令接收计数,ZTMS025-时间程控指令执行计数,ZTMS026-X轮总线无应答计数,ZTMS126-X轮总线,ZTMS026-X轮通信状态,ZTMS026-X轮期望状态,ZTMS027-Y轮总线无应答计数,ZTMS027-Y轮总线,ZTMS027-Y轮通信状态,ZTMS027-Y轮期望状态,ZTMS028-Z轮总线无应答计数,ZTMS028-Z轮总线,ZTMS028-Z轮通信状态,ZTMS028-Z轮期望状态,ZTMS029-S轮总线无应答计数,ZTMS029-S轮总线,ZTMS029-S轮通信状态,ZTMS029-S轮期望状态,ZTMS030-备用2,ZTMS030-太敏总线无应答计数,ZTMS030-太敏当前通信状态,ZTMS030-太敏期望加断电状态,ZTMS031-备用3,ZTMS031-星敏A总线无应答计数,ZTMS031-星敏A当前通信状态,ZTMS031-星敏A期望加断电状态,ZTMS032-备用4,ZTMS032-星敏B总线无应答计数,ZTMS032-星敏B当前通信状态,ZTMS032-星敏B期望加断电状态,ZTMS033-备用5,ZTMS033-磁强计总线无应答计数,ZTMS033-磁强计当前通信状态,ZTMS033-磁强计期望加断电状态,ZTMS034-备用6,ZTMS034-主陀螺总线无应答计数,ZTMS034-主陀螺当前通信状态,ZTMS034-主陀螺期望加断电状态,ZTMS035-备用7,ZTMS035-备陀螺总线无应答计数,ZTMS035-备陀螺当前通信状态,ZTMS035-备陀螺期望加断电状态
0x0821,1730845242796000000,03ff767b03028f00000000000000061dfbf08b2a0000bdf00000000b0b1f03030303030f03,0,2.2755390625,2.29736328125,0.18548828125,0.0896640625,30.72265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.910400390625,已展开,已展开,1,保持,已分离,已分离,0,0,通,通,禁能,禁能,长期运行模式,健康,通,执行,从扩展板恢复,加电,遥控模式,遥控模式,测控模式,使能,关闭,禁能,0,0,0,0,422总线,通信正常,保持,0,422总线,通信正常,保持,1,422总线,通信异常,保持,0,CAN总线,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,1,通信异常,保持,0,0,通信正常,保持
0x0821,1730845243796000000,03ff767b03028f00000000000000061efbf08b2a0000bdf00000000b0b1f03030303030f03,0,2.2755390625,2.29736328125,0.18548828125,0.0896640625,30.72265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91162109375,已展开,已展开,1,保持,已分离,已分离,0,0,通,通,禁能,禁能,长期运行模式,健康,通,执行,从扩展板恢复,加电,遥控模式,遥控模式,测控模式,使能,关闭,禁能,0,0,0,0,422总线,通信正常,保持,0,422总线,通信正常,保持,1,422总线,通信异常,保持,0,CAN总线,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,1,通信异常,保持,0,0,通信正常,保持
0x0821,1730845244796000000,03ff767b03028e000000000000000622fbf08b2a0000bdf00000000b0b1f03030303030f03,0,2.2755390625,2.29736328125,0.18548828125,0.0896640625,30.5078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91650390625,已展开,已展开,1,保持,已分离,已分离,0,0,通,通,禁能,禁能,长期运行模式,健康,通,执行,从扩展板恢复,加电,遥控模式,遥控模式,测控模式,使能,关闭,禁能,0,0,0,0,422总线,通信正常,保持,0,422总线,通信正常,保持,1,422总线,通信异常,保持,0,CAN总线,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,1,通信异常,保持,0,0,通信正常,保持
0x0821,1730845245796000000,03ff767b03028e000000000000000623fbf08b2a0000bdf00000000b0b1f03030303030f03,0,2.2755390625,2.29736328125,0.18548828125,0.0896640625,30.5078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.917724609375,已展开,已展开,1,保持,已分离,已分离,0,0,通,通,禁能,禁能,长期运行模式,健康,通,执行,从扩展板恢复,加电,遥控模式,遥控模式,测控模式,使能,关闭,禁能,0,0,0,0,422总线,通信正常,保持,0,422总线,通信正常,保持,1,422总线,通信异常,保持,0,CAN总线,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,1,通信异常,保持,0,0,通信正常,保持
0x0821,1730845246796000000,03ff767b03028f00000000000000061dfbf08b2a0000bdf00000000b0b1f03030303030f03,0,2.2755390625,2.29736328125,0.18548828125,0.0896640625,30.72265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.910400390625,已展开,已展开,1,保持,已分离,已分离,0,0,通,通,禁能,禁能,长期运行模式,健康,通,执行,从扩展板恢复,加电,遥控模式,遥控模式,测控模式,使能,关闭,禁能,0,0,0,0,422总线,通信正常,保持,0,422总线,通信正常,保持,1,422总线,通信异常,保持,0,CAN总线,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,1,通信异常,保持,0,0,通信正常,保持
0x0821,1730845247796000000,03ff767a03028e000000000000000623fbf08b2a0000bdf00000000b0b1f03030303030f03,0,2.2755390625,2.2793359375,0.18548828125,0.0896640625,30.5078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.917724609375,已展开,已展开,1,保持,已分离,已分离,0,0,通,通,禁能,禁能,长期运行模式,健康,通,执行,从扩展板恢复,加电,遥控模式,遥控模式,测控模式,使能,关闭,禁能,0,0,0,0,422总线,通信正常,保持,0,422总线,通信正常,保持,1,422总线,通信异常,保持,0,CAN总线,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,1,通信异常,保持,0,0,通信正常,保持
0x0821,1730845248796000000,03ff767b03028e00000000000000061ffbf08b2a0000bdf00000000b0b1f03030303030f03,0,2.2755390625,2.29736328125,0.18548828125,0.0896640625,30.5078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.912841796875,已展开,已展开,1,保持,已分离,已分离,0,0,通,通,禁能,禁能,长期运行模式,健康,通,执行,从扩展板恢复,加电,遥控模式,遥控模式,测控模式,使能,关闭,禁能,0,0,0,0,422总线,通信正常,保持,0,422总线,通信正常,保持,1,422总线,通信异常,保持,0,CAN总线,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,1,通信异常,保持,0,0,通信正常,保持
0x0821,1730845249796000000,03ff767b03028e00000000000000061afbf08b2a0000bdf00000000b0b1f03030303030f03,0,2.2755390625,2.29736328125,0.18548828125,0.0896640625,30.5078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.90673828125,已展开,已展开,1,保持,已分离,已分离,0,0,通,通,禁能,禁能,长期运行模式,健康,通,执行,从扩展板恢复,加电,遥控模式,遥控模式,测控模式,使能,关闭,禁能,0,0,0,0,422总线,通信正常,保持,0,422总线,通信正常,保持,1,422总线,通信异常,保持,0,CAN总线,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,1,通信异常,保持,0,0,通信正常,保持
0x0821,1730845250796000000,03ff767b03028e00000000000000061ffbf08b2b0000bdf00000000b0b1f03030303030f03,0,2.2755390625,2.29736328125,0.18548828125,0.0896640625,30.5078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.912841796875,已展开,已展开,1,保持,已分离,已分离,0,0,通,通,禁能,禁能,长期运行模式,健康,通,执行,从扩展板恢复,加电,遥控模式,遥控模式,测控模式,使能,关闭,禁能,0,0,0,0,422总线,通信正常,保持,0,422总线,通信正常,保持,1,422总线,通信异常,保持,0,CAN总线,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,1,通信异常,保持,0,0,通信正常,保持
0x0821,1730845251796000000,03ff767b03028f00000000000000061dfbf08b2a0000bdf00000000b0b1f03030303030f03,0,2.2755390625,2.29736328125,0.18548828125,0.0896640625,30.72265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.910400390625,已展开,已展开,1,保持,已分离,已分离,0,0,通,通,禁能,禁能,长期运行模式,健康,通,执行,从扩展板恢复,加电,遥控模式,遥控模式,测控模式,使能,关闭,禁能,0,0,0,0,422总线,通信正常,保持,0,422总线,通信正常,保持,1,422总线,通信异常,保持,0,CAN总线,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,1,通信异常,保持,0,0,通信正常,保持
0x0821,1730845252796000000,03ff767a03028e00000000000000061dfbf08b2a0000bdf00000000b0b1f03030303030f03,0,2.2755390625,2.2793359375,0.18548828125,0.0896640625,30.5078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.910400390625,已展开,已展开,1,保持,已分离,已分离,0,0,通,通,禁能,禁能,长期运行模式,健康,通,执行,从扩展板恢复,加电,遥控模式,遥控模式,测控模式,使能,关闭,禁能,0,0,0,0,422总线,通信正常,保持,0,422总线,通信正常,保持,1,422总线,通信异常,保持,0,CAN总线,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,1,通信异常,保持,0,0,通信正常,保持
0x0821,1730845253796000000,03ff767b03028f00000000000000061dfbf08b2a0000bdf00000000b0b1f03030303030f03,0,2.2755390625,2.29736328125,0.18548828125,0.0896640625,30.72265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.910400390625,已展开,已展开,1,保持,已分离,已分离,0,0,通,通,禁能,禁能,长期运行模式,健康,通,执行,从扩展板恢复,加电,遥控模式,遥控模式,测控模式,使能,关闭,禁能,0,0,0,0,422总线,通信正常,保持,0,422总线,通信正常,保持,1,422总线,通信异常,保持,0,CAN总线,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,1,通信异常,保持,0,0,通信正常,保持
0x0821,1730845254796000000,03ff767b03028e00000000000000061efbf08b2a0000bdf00000000b0b1f03030303030f03,0,2.2755390625,2.29736328125,0.18548828125,0.0896640625,30.5078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91162109375,已展开,已展开,1,保持,已分离,已分离,0,0,通,通,禁能,禁能,长期运行模式,健康,通,执行,从扩展板恢复,加电,遥控模式,遥控模式,测控模式,使能,关闭,禁能,0,0,0,0,422总线,通信正常,保持,0,422总线,通信正常,保持,1,422总线,通信异常,保持,0,CAN总线,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,1,通信异常,保持,0,0,通信正常,保持
0x0821,1730845255796000000,03ff777b03028f000000000000000623fbf08b2a0000bdf00000000b0b1f03030303030f03,0,2.29403515625,2.29736328125,0.18548828125,0.0896640625,30.72265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.917724609375,已展开,已展开,1,保持,已分离,已分离,0,0,通,通,禁能,禁能,长期运行模式,健康,通,执行,从扩展板恢复,加电,遥控模式,遥控模式,测控模式,使能,关闭,禁能,0,0,0,0,422总线,通信正常,保持,0,422总线,通信正常,保持,1,422总线,通信异常,保持,0,CAN总线,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,1,通信异常,保持,0,0,通信正常,保持
0x0821,1730845256796000000,03ff767b03028f000000000000000623fbf08b2a0000bdf00000000b0b1f03030303030f03,0,2.2755390625,2.29736328125,0.18548828125,0.0896640625,30.72265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.917724609375,已展开,已展开,1,保持,已分离,已分离,0,0,通,通,禁能,禁能,长期运行模式,健康,通,执行,从扩展板恢复,加电,遥控模式,遥控模式,测控模式,使能,关闭,禁能,0,0,0,0,422总线,通信正常,保持,0,422总线,通信正常,保持,1,422总线,通信异常,保持,0,CAN总线,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,1,通信异常,保持,0,0,通信正常,保持
0x0821,1730845257796000000,03ff767a03028e000000000000000621fbf08b2a0000bdf00000000b0b1f03030303030f03,0,2.2755390625,2.2793359375,0.18548828125,0.0896640625,30.5078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.915283203125,已展开,已展开,1,保持,已分离,已分离,0,0,通,通,禁能,禁能,长期运行模式,健康,通,执行,从扩展板恢复,加电,遥控模式,遥控模式,测控模式,使能,关闭,禁能,0,0,0,0,422总线,通信正常,保持,0,422总线,通信正常,保持,1,422总线,通信异常,保持,0,CAN总线,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,1,通信异常,保持,0,0,通信正常,保持
0x0821,1730845258796000000,03ff767a03028e000000000000000618fbf08b2a0000bdf00000000b0b1f03030303030f03,0,2.2755390625,2.2793359375,0.18548828125,0.0896640625,30.5078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.904296875,已展开,已展开,1,保持,已分离,已分离,0,0,通,通,禁能,禁能,长期运行模式,健康,通,执行,从扩展板恢复,加电,遥控模式,遥控模式,测控模式,使能,关闭,禁能,0,0,0,0,422总线,通信正常,保持,0,422总线,通信正常,保持,1,422总线,通信异常,保持,0,CAN总线,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,1,通信异常,保持,0,0,通信正常,保持
0x0821,1730845259796000000,03ff767a03028e00000000000000061dfbf08b2b0000bdf00000000b0b1f03030303030f03,0,2.2755390625,2.2793359375,0.18548828125,0.0896640625,30.5078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.910400390625,已展开,已展开,1,保持,已分离,已分离,0,0,通,通,禁能,禁能,长期运行模式,健康,通,执行,从扩展板恢复,加电,遥控模式,遥控模式,测控模式,使能,关闭,禁能,0,0,0,0,422总线,通信正常,保持,0,422总线,通信正常,保持,1,422总线,通信异常,保持,0,CAN总线,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,1,通信异常,保持,0,0,通信正常,保持
0x0821,1730845260796000000,03ff767b03028e000000000000000623fbf08b2a0000bdf00000000b0b1f03030303030f03,0,2.2755390625,2.29736328125,0.18548828125,0.0896640625,30.5078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.917724609375,已展开,已展开,1,保持,已分离,已分离,0,0,通,通,禁能,禁能,长期运行模式,健康,通,执行,从扩展板恢复,加电,遥控模式,遥控模式,测控模式,使能,关闭,禁能,0,0,0,0,422总线,通信正常,保持,0,422总线,通信正常,保持,1,422总线,通信异常,保持,0,CAN总线,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,1,通信异常,保持,0,0,通信正常,保持
0x0821,1730845261796000000,03ff767a03028f00000000000000061dfbf08b2a0000bdf00000000b0b1f03030303030f03,0,2.2755390625,2.2793359375,0.18548828125,0.0896640625,30.72265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.910400390625,已展开,已展开,1,保持,已分离,已分离,0,0,通,通,禁能,禁能,长期运行模式,健康,通,执行,从扩展板恢复,加电,遥控模式,遥控模式,测控模式,使能,关闭,禁能,0,0,0,0,422总线,通信正常,保持,0,422总线,通信正常,保持,1,422总线,通信异常,保持,0,CAN总线,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,1,通信异常,保持,0,0,通信正常,保持
0x0821,1730845262797000000,03ff777a03028e000000000000000621fbf08b2a0000bdf00000000b0b1f03030303030f03,0,2.29403515625,2.2793359375,0.18548828125,0.0896640625,30.5078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.915283203125,已展开,已展开,1,保持,已分离,已分离,0,0,通,通,禁能,禁能,长期运行模式,健康,通,执行,从扩展板恢复,加电,遥控模式,遥控模式,测控模式,使能,关闭,禁能,0,0,0,0,422总线,通信正常,保持,0,422总线,通信正常,保持,1,422总线,通信异常,保持,0,CAN总线,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,1,通信异常,保持,0,0,通信正常,保持
0x0821,1730845263797000000,03ff767b03028e00000000000000061cfbf08b2a0000bdf00000000b0b1f03030303030f03,0,2.2755390625,2.29736328125,0.18548828125,0.0896640625,30.5078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9091796875,已展开,已展开,1,保持,已分离,已分离,0,0,通,通,禁能,禁能,长期运行模式,健康,通,执行,从扩展板恢复,加电,遥控模式,遥控模式,测控模式,使能,关闭,禁能,0,0,0,0,422总线,通信正常,保持,0,422总线,通信正常,保持,1,422总线,通信异常,保持,0,CAN总线,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,1,通信异常,保持,0,0,通信正常,保持
0x0821,1730845264797000000,03ff767b03028e00000000000000061dfbf08b2a0000bdf00000000b0b1f03030303030f03,0,2.2755390625,2.29736328125,0.18548828125,0.0896640625,30.5078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.910400390625,已展开,已展开,1,保持,已分离,已分离,0,0,通,通,禁能,禁能,长期运行模式,健康,通,执行,从扩展板恢复,加电,遥控模式,遥控模式,测控模式,使能,关闭,禁能,0,0,0,0,422总线,通信正常,保持,0,422总线,通信正常,保持,1,422总线,通信异常,保持,0,CAN总线,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,1,通信异常,保持,0,0,通信正常,保持
0x0821,1730845265797000000,03ff767a03028f000000000000000621fbf08b2a0000bdf00000000b0b1f03030303030f03,0,2.2755390625,2.2793359375,0.18548828125,0.0896640625,30.72265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.915283203125,已展开,已展开,1,保持,已分离,已分离,0,0,通,通,禁能,禁能,长期运行模式,健康,通,执行,从扩展板恢复,加电,遥控模式,遥控模式,测控模式,使能,关闭,禁能,0,0,0,0,422总线,通信正常,保持,0,422总线,通信正常,保持,1,422总线,通信异常,保持,0,CAN总线,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,1,通信异常,保持,0,0,通信正常,保持
0x0821,1730845266797000000,03ff767b03028e00000000000000061dfbf08c2a0000bdf00000000b0b1f03030303030f03,0,2.2755390625,2.29736328125,0.18548828125,0.0896640625,30.5078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.910400390625,已展开,已展开,1,保持,已分离,已分离,0,0,通,通,禁能,禁能,长期运行模式,健康,通,执行,从扩展板恢复,加电,遥控模式,遥控模式,测控模式,使能,关闭,禁能,0,0,0,0,422总线,通信正常,保持,0,422总线,通信正常,保持,1,422总线,通信异常,保持,0,CAN总线,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,1,通信异常,保持,0,0,通信正常,保持
0x0821,1730845267797000000,03ff767b03028e00000000000000061cfbf08b2a0000bdf00000000b0b1f03030303030f03,0,2.2755390625,2.29736328125,0.18548828125,0.0896640625,30.5078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9091796875,已展开,已展开,1,保持,已分离,已分离,0,0,通,通,禁能,禁能,长期运行模式,健康,通,执行,从扩展板恢复,加电,遥控模式,遥控模式,测控模式,使能,关闭,禁能,0,0,0,0,422总线,通信正常,保持,0,422总线,通信正常,保持,1,422总线,通信异常,保持,0,CAN总线,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,1,通信异常,保持,0,0,通信正常,保持
0x0821,1730845268797000000,03ff767a03028f00000000000000061ffbf08b2a0000bdf00000000b0b1f03030303030f03,0,2.2755390625,2.2793359375,0.18548828125,0.0896640625,30.72265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.912841796875,已展开,已展开,1,保持,已分离,已分离,0,0,通,通,禁能,禁能,长期运行模式,健康,通,执行,从扩展板恢复,加电,遥控模式,遥控模式,测控模式,使能,关闭,禁能,0,0,0,0,422总线,通信正常,保持,0,422总线,通信正常,保持,1,422总线,通信异常,保持,0,CAN总线,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,1,通信异常,保持,0,0,通信正常,保持
0x0821,1730845269797000000,03ff767a03028f00000000000000061dfbf08b2a0000bdf00000000b0b1f03030303030f03,0,2.2755390625,2.2793359375,0.18548828125,0.0896640625,30.72265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.910400390625,已展开,已展开,1,保持,已分离,已分离,0,0,通,通,禁能,禁能,长期运行模式,健康,通,执行,从扩展板恢复,加电,遥控模式,遥控模式,测控模式,使能,关闭,禁能,0,0,0,0,422总线,通信正常,保持,0,422总线,通信正常,保持,1,422总线,通信异常,保持,0,CAN总线,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,1,通信异常,保持,0,0,通信正常,保持
0x0821,1730845270797000000,03ff767a03028e000000000000000619fbf08b2a0000bdf00000000b0b1f03030303030f03,0,2.2755390625,2.2793359375,0.18548828125,0.0896640625,30.5078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.905517578125,已展开,已展开,1,保持,已分离,已分离,0,0,通,通,禁能,禁能,长期运行模式,健康,通,执行,从扩展板恢复,加电,遥控模式,遥控模式,测控模式,使能,关闭,禁能,0,0,0,0,422总线,通信正常,保持,0,422总线,通信正常,保持,1,422总线,通信异常,保持,0,CAN总线,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,1,通信异常,保持,0,0,通信正常,保持
0x0821,1730845271797000000,03ff767a03028e00000000000000061dfbf08b2b0000bdf00000000b0b1f03030303030f03,0,2.2755390625,2.2793359375,0.18548828125,0.0896640625,30.5078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.910400390625,已展开,已展开,1,保持,已分离,已分离,0,0,通,通,禁能,禁能,长期运行模式,健康,通,执行,从扩展板恢复,加电,遥控模式,遥控模式,测控模式,使能,关闭,禁能,0,0,0,0,422总线,通信正常,保持,0,422总线,通信正常,保持,1,422总线,通信异常,保持,0,CAN总线,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,1,通信异常,保持,0,0,通信正常,保持
0x0821,1730845272797000000,03ff767a03028e000000000000000621fbf08b2a0000bdf00000000b0b1f03030303030f03,0,2.2755390625,2.2793359375,0.18548828125,0.0896640625,30.5078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.915283203125,已展开,已展开,1,保持,已分离,已分离,0,0,通,通,禁能,禁能,长期运行模式,健康,通,执行,从扩展板恢复,加电,遥控模式,遥控模式,测控模式,使能,关闭,禁能,0,0,0,0,422总线,通信正常,保持,0,422总线,通信正常,保持,1,422总线,通信异常,保持,0,CAN总线,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,1,通信异常,保持,0,0,通信正常,保持
0x0821,1730845273797000000,03ff767a03028e000000000000000621fbf08b2a0000bdf00000000b0b1f03030303030f03,0,2.2755390625,2.2793359375,0.18548828125,0.0896640625,30.5078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.915283203125,已展开,已展开,1,保持,已分离,已分离,0,0,通,通,禁能,禁能,长期运行模式,健康,通,执行,从扩展板恢复,加电,遥控模式,遥控模式,测控模式,使能,关闭,禁能,0,0,0,0,422总线,通信正常,保持,0,422总线,通信正常,保持,1,422总线,通信异常,保持,0,CAN总线,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,1,通信异常,保持,0,0,通信正常,保持
0x0821,1730845274797000000,03ff767a03028f000000000000000618fbf08b2a0000bdf00000000b0b1f03030303030f03,0,2.2755390625,2.2793359375,0.18548828125,0.0896640625,30.72265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.904296875,已展开,已展开,1,保持,已分离,已分离,0,0,通,通,禁能,禁能,长期运行模式,健康,通,执行,从扩展板恢复,加电,遥控模式,遥控模式,测控模式,使能,关闭,禁能,0,0,0,0,422总线,通信正常,保持,0,422总线,通信正常,保持,1,422总线,通信异常,保持,0,CAN总线,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,1,通信异常,保持,0,0,通信正常,保持
0x0821,1730845275797000000,03ff767b03028e000000000000000620fbf08b2a0000bdf00000000b0b1f03030303030f03,0,2.2755390625,2.29736328125,0.18548828125,0.0896640625,30.5078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9140625,已展开,已展开,1,保持,已分离,已分离,0,0,通,通,禁能,禁能,长期运行模式,健康,通,执行,从扩展板恢复,加电,遥控模式,遥控模式,测控模式,使能,关闭,禁能,0,0,0,0,422总线,通信正常,保持,0,422总线,通信正常,保持,1,422总线,通信异常,保持,0,CAN总线,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,1,通信异常,保持,0,0,通信正常,保持
0x0821,1730845276797000000,03ff767a03028f00000000000000061dfbf08b2a0000bdf00000000b0b1f03030303030f03,0,2.2755390625,2.2793359375,0.18548828125,0.0896640625,30.72265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.910400390625,已展开,已展开,1,保持,已分离,已分离,0,0,通,通,禁能,禁能,长期运行模式,健康,通,执行,从扩展板恢复,加电,遥控模式,遥控模式,测控模式,使能,关闭,禁能,0,0,0,0,422总线,通信正常,保持,0,422总线,通信正常,保持,1,422总线,通信异常,保持,0,CAN总线,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,0,通信正常,保持,0,1,通信异常,保持,0,0,通信正常,保持
