date,ZTMD214-母线电压,ZTMD215-母线电流,蓄电池电流,蓄电池电压,上注指令接收计数,上注指令执行计数,上注指令错误计数,ZTMD006-整机温度,ZTMS211-蓄电池测温1,ZTMS223-+Y舱板星内表面ADSB耳片温度,ZTMS226-测控单机-Y侧安装面温度,ZTMS177-主VDES总线无应答计数,ZTMS178-备VDES总线无应答计数
2023-01-31,29.538445577521077,2.3883284847861845,-0.4524547819059642,29.634010303273964,114.86157337367625,111.86157337367625,0.0,0,12.055223104907409,20.48692031961766,13.84088134697104,0.0,0.0
2023-02-01,29.461828632906652,1.9062653306969093,-0.38609314130396977,29.605139634306838,115.02338776639911,112.02338776639911,0.0,0,12.191671301197612,20.538729980607908,13.240525500390687,0.0,0.0
2023-02-02,29.519315651575724,2.481669677734375,-0.40643214495304963,29.626033275359255,127.16810119979134,124.16805772909059,0.0,0,12.26680939188515,20.852707815870602,14.024025434053916,0.0,0.0
2023-02-03,29.478045872157875,1.911657602909865,-0.40544507714283445,29.629010953655094,129.11694571577544,126.11694571577544,0.0,0,12.42353683329736,20.89432047792125,13.667768788743215,0.0,0.0
2023-02-04,29.484394222462207,1.911017522818565,-0.4015179811867102,29.637237583866565,133.17165631661877,130.17165631661877,0.0,0,12.599835386130527,21.13938865412945,13.866001465128766,0.0,0.0
2023-02-05,29.495437755641362,1.9035085685483872,-0.40022740571229737,29.645237972665097,136.9701176061642,133.9701176061642,0.0,0,12.674207503572516,21.163532767654928,13.93422178420919,0.0,0.0
2023-02-06,29.502176536348635,1.9085610160492965,-0.400866262156997,29.6520403642548,140.0,137.0,0.0,0,12.676006705982445,21.155972746079605,13.883466208233036,0.0,0.0
