name,time,hex,type,ZTMD001-配置文件号,ZTMD001-在轨更新及程序加载工作状态,ZTMD002-接收到的上注文件计数,ZTMD003-发射通道开启控制,ZTMD003-汇聚子板1,ZTMD003-汇聚子板2,ZTMD003-汇聚子板3,ZTMD003-汇聚子板4,ZTMD003-转发接口,ZTMD003-上注接口,ZTMD003-下传接口,ZTMD004-频谱采集开关,ZTMD004-频谱采集间隔,ZTMD005-下行广播开关,ZTMD005-忙闲指示帧开关,ZTMD005-保留,ZTMD006-整机温度,ZTMD007-FPGA（加载控制）状态,ZTMD007-FPGA（主）状态,ZTMD007-FPGA（从1）状态,ZTMD007-FPGA（从2）状态,ZTMD007-FPGA（从3）状态,ZTMD007-FPGA（从4）状态,ZTMD008-保留,ZTMD008-CAN在线状态,ZTMD008-载波监视本振1锁定指示,ZTMD009-PA功率遥测,ZTMD010-接收DCS载荷包计数,ZTMD011-数传上注包计数,ZTMD012-数传下行包计数,ZTMD013-下行业务帧余量,ZTMD014-CAN总线接收指令计数,ZTMD015-CAN总线执行指令计数,ZTMD016-心跳信号,ZTMD017-错误类型代码（保留）
0x0A6D,1730844943795000000,03ff000000fe000120000000000000000000000000000200,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,0.240000000000002,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,2,0
0x0A6D,1730844944795000000,03ff000000fe000120000000000000000000000000000300,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,0.240000000000002,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,3,0
0x0A6D,1730844945795000000,03ff000000fe000120000000000000000000000000000400,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,0.240000000000002,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,4,0
0x0A6D,1730844946795000000,03ff000000fe000120000000000000000000000000000500,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,0.240000000000002,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,5,0
0x0A6D,1730844947795000000,03ff000000fe000120000000000000000000000000000500,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,0.240000000000002,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,5,0
0x0A6D,1730844948795000000,03ff000000fe000120000000000000000000000000000600,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,0.240000000000002,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,6,0
0x0A6D,1730844949795000000,03ff000000fe000120000000000000000000000000000700,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,0.240000000000002,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,7,0
0x0A6D,1730844950795000000,03ff000000fe000120000000000000000000000000000800,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,0.240000000000002,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,8,0
0x0A6D,1730844951795000000,03ff000000fe000120000000000000000000000000000900,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,0.240000000000002,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,9,0
0x0A6D,1730844952795000000,03ff000000fe000120000000000000000000000000000a00,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,0.240000000000002,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,10,0
0x0A6D,1730844953795000000,03ff000000fe000120000000000000000000000000000b00,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,0.240000000000002,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,11,0
0x0A6D,1730844954795000000,03ff000000fe000120000000000000000000000000000c00,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,0.240000000000002,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,12,0
0x0A6D,1730844955795000000,03ff000000fe000120000000000000000000000000000d00,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,0.240000000000002,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,13,0
0x0A6D,1730844956795000000,03ff000000fe000120000000000000000000000000000e00,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,0.240000000000002,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,14,0
0x0A6D,1730844957795000000,03ff000000fe000121000000000000000000000000000f00,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,1.8100000000000023,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,15,0
0x0A6D,1730844958795000000,03ff000000fe000121000000000000000000000000000000,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,1.8100000000000023,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,0,0
0x0A6D,1730844959795000000,03ff000000fe000121000000000000000000000000000100,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,1.8100000000000023,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,1,0
0x0A6D,1730844960795000000,03ff000000fe000121000000000000000000000000000200,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,1.8100000000000023,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,2,0
0x0A6D,1730844961795000000,03ff000000fe000121000000000000000000000000000300,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,1.8100000000000023,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,3,0
0x0A6D,1730844962795000000,03ff000000fe000121000000000000000000000000000400,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,1.8100000000000023,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,4,0
0x0A6D,1730844963795000000,03ff000000fe000121000000000000000000000000000500,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,1.8100000000000023,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,5,0
0x0A6D,1730844964795000000,03ff000000fe000121000000000000000000000000000600,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,1.8100000000000023,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,6,0
0x0A6D,1730844965795000000,03ff000000fe000121000000000000000000000000000700,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,1.8100000000000023,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,7,0
0x0A6D,1730844966795000000,03ff000000fe000121000000000000000000000000000800,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,1.8100000000000023,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,8,0
0x0A6D,1730844967795000000,03ff000000fe000121000000000000000000000000000900,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,1.8100000000000023,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,9,0
0x0A6D,1730844968795000000,03ff000000fe000121000000000000000000000000000a00,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,1.8100000000000023,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,10,0
0x0A6D,1730844969795000000,03ff000000fe000121000000000000000000000000000b00,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,1.8100000000000023,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,11,0
0x0A6D,1730844970795000000,03ff000000fe000121000000000000000000000000000c00,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,1.8100000000000023,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,12,0
0x0A6D,1730844971795000000,03ff000000fe000121000000000000000000000000000d00,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,1.8100000000000023,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,13,0
0x0A6D,1730844972795000000,03ff000000fe000121000000000000000000000000000e00,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,1.8100000000000023,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,14,0
0x0A6D,1730844973795000000,03ff000000fe000121000000000000000000000000000f00,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,1.8100000000000023,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,15,0
0x0A6D,1730844974795000000,03ff000000fe000121000000000000000000000000000000,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,1.8100000000000023,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,0,0
0x0A6D,1730844975795000000,03ff000000fe000121000000000000000000000000000100,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,1.8100000000000023,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,1,0
0x0A6D,1730844976795000000,03ff000000fe000121000000000000000000000000000200,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,1.8100000000000023,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,2,0
0x0A6D,1730844977795000000,03ff000000fe000121000000000000000000000000000300,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,1.8100000000000023,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,3,0
0x0A6D,1730844978795000000,03ff000000fe000121000000000000000000000000000400,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,1.8100000000000023,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,4,0
0x0A6D,1730844979795000000,03ff000000fe000122000000000000000000000000000500,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,3.3800000000000026,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,5,0
0x0A6D,1730844980795000000,03ff000000fe000122000000000000000000000000000600,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,3.3800000000000026,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,6,0
0x0A6D,1730844981795000000,03ff000000fe000122000000000000000000000000000700,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,3.3800000000000026,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,7,0
0x0A6D,1730844982795000000,03ff000000fe000122000000000000000000000000000800,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,3.3800000000000026,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,8,0
0x0A6D,1730844983795000000,03ff000000fe000122000000000000000000000000000900,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,3.3800000000000026,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,9,0
0x0A6D,1730844984795000000,03ff000000fe000122000000000000000000000000000a00,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,3.3800000000000026,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,10,0
0x0A6D,1730844985795000000,03ff000000fe000122000000000000000000000000000b00,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,3.3800000000000026,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,11,0
0x0A6D,1730844986795000000,03ff000000fe000122000000000000000000000000000c00,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,3.3800000000000026,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,12,0
0x0A6D,1730844987795000000,03ff000000fe000122000000000000000000000000000d00,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,3.3800000000000026,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,13,0
0x0A6D,1730844988795000000,03ff000000fe000122000000000000000000000000000e00,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,3.3800000000000026,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,14,0
0x0A6D,1730844989795000000,03ff000000fe000122000000000000000000000000000f00,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,3.3800000000000026,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,15,0
0x0A6D,1730844990795000000,03ff000000fe000122000000000000000000000000000000,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,3.3800000000000026,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,0,0
0x0A6D,1730844991795000000,03ff000000fe000122000000000000000000000000000100,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,3.3800000000000026,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,1,0
0x0A6D,1730844992795000000,03ff000000fe000122000000000000000000000000000200,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,3.3800000000000026,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,2,0
0x0A6D,1730844993795000000,03ff000000fe000122000000000000000000000000000300,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,3.3800000000000026,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,3,0
0x0A6D,1730844994795000000,03ff000000fe000122000000000000000000000000000400,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,3.3800000000000026,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,4,0
0x0A6D,1730844995795000000,03ff000000fe000122000000000000000000000000000500,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,3.3800000000000026,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,5,0
0x0A6D,1730844996795000000,03ff000000fe000122000000000000000000000000000600,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,3.3800000000000026,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,6,0
0x0A6D,1730844997795000000,03ff000000fe000122000000000000000000000000000700,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,3.3800000000000026,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,7,0
0x0A6D,1730844998795000000,03ff000000fe000122000000000000000000000000000800,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,3.3800000000000026,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,8,0
0x0A6D,1730844999795000000,03ff000000fe000122000000000000000000000000000900,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,3.3800000000000026,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,9,0
0x0A6D,1730845000795000000,03ff000000fe000122000000000000000000000000000a00,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,3.3800000000000026,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,10,0
0x0A6D,1730845001795000000,03ff000000fe000122000000000000000000000000000b00,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,3.3800000000000026,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,11,0
0x0A6D,1730845002795000000,03ff000000fe000122000000000000000000000000000c00,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,3.3800000000000026,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,12,0
0x0A6D,1730845003795000000,03ff000000fe000122000000000000000000000000000d00,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,3.3800000000000026,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,13,0
0x0A6D,1730845004795000000,03ff000000fe000122000000000000000000000000000e00,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,3.3800000000000026,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,14,0
0x0A6D,1730845005795000000,03ff000000fe000122000000000000000000000000000f00,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,3.3800000000000026,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,15,0
0x0A6D,1730845006795000000,03ff000000fe000122000000000000000000000000000000,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,3.3800000000000026,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,0,0
0x0A6D,1730845007795000000,03ff000000fe000122000000000000000000000000000100,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,3.3800000000000026,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,1,0
0x0A6D,1730845008795000000,03ff000000fe000122000000000000000000000000000200,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,3.3800000000000026,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,2,0
0x0A6D,1730845009795000000,03ff000000fe000123000000000000000000000000000300,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,4.950000000000003,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,3,0
0x0A6D,1730845010795000000,03ff000000fe000122000000000000000000000000000400,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,3.3800000000000026,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,4,0
0x0A6D,1730845011795000000,03ff000000fe000123000000000000000000000000000500,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,4.950000000000003,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,5,0
0x0A6D,1730845012795000000,03ff000000fe000123000000000000000000000000000600,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,4.950000000000003,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,6,0
0x0A6D,1730845013795000000,03ff000000fe000123000000000000000000000000000700,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,4.950000000000003,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,7,0
0x0A6D,1730845014795000000,03ff000000fe000123000000000000000000000000000800,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,4.950000000000003,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,8,0
0x0A6D,1730845015795000000,03ff000000fe000123000000000000000000000000000900,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,4.950000000000003,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,9,0
0x0A6D,1730845016795000000,03ff000000fe000123000000000000000000000000000a00,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,4.950000000000003,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,10,0
0x0A6D,1730845017795000000,03ff000000fe000123000000000000000000000000000b00,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,4.950000000000003,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,11,0
0x0A6D,1730845018795000000,03ff000000fe000123000000000000000000000000000c00,0,0,空闲状态,0,关闭,开启,开启,开启,开启,开启,开启,开启,关闭,全速,开启广播,关闭,0,4.950000000000003,0,0,0,0,0,0,0,A总线,0,0.0,0,0,0,0,0,0,12,0
